Extract-2019-01-05-000751-锌业股份：2017年年度报告（更新后）.txt,95,10,10.53%
Extract-2019-01-22-300619-金银河：2018年年度报告.txt,119,28,23.53%
Extract-2019-01-05-000751-锌业股份：2017年年度报告（更新后）.txt,95,10,10.53%
Extract-2019-01-22-300619-金银河：2018年年度报告.txt,119,28,23.53%
